68, 568, 45726, 1.673833
69, 727, 49461, 1.637155
70, 311, 47785, 1.700686
71, 246, 48789, 1.633403
72, 751, 46469, 1.630711
73, 4, 46649, 1.565917
74, 3, 46649, 1.538140
75, 560, 49453, 1.672222
76, 715, 46371, 1.556127
77, 287, 46515, 1.743792
78, 751, 48320, 1.773155
79, 416, 46801, 1.609977
80, 473, 47749, 1.612057
81, 247, 45866, 1.638909
82, 247, 45867, 1.678079
83, 404, 49249, 1.655848
84, 46, 46670, 1.633552
85, 87, 47276, 1.495350
86, 207, 47084, 1.587246
87, 286, 49247, 1.690087
88, 230, 48585, 1.673643
89, 326, 49254, 1.735647
90, 493, 49383, 1.672082
91, 645, 47281, 1.686949
92, 445, 48080, 1.598110
93, 730, 46277, 1.690681
94, 452, 48934, 1.750109
95, 326, 49253, 1.690211
96, 687, 48337, 1.685011
97, 435, 45880, 1.645244
98, 367, 46733, 1.583455
99, 166, 47237, 1.682528
100, 166, 47237, 1.587066
101, 614, 47743, 1.665672
102, 628, 46727, 1.692846
103, 669, 47590, 1.651420
104, 699, 48064, 1.769539
105, 512, 46747, 1.564793
106, 565, 46712, 1.802508
107, 367, 46574, 1.711665
108, 664, 46365, 1.598680
109, 469, 48513, 1.654832
110, 541, 45957, 1.733763
111, 650, 46084, 1.614964
112, 612, 47113, 1.740522
113, 81, 49237, 1.792373
114, 490, 49404, 1.781979
115, 302, 45711, 1.592586
116, 247, 48824, 1.656540
117, 46, 45872, 1.676507
118, 490, 47418, 1.702448
119, 126, 45683, 1.660582
120, 463, 48981, 1.616951
121, 556, 48819, 1.779211
122, 167, 48882, 1.639424
123, 523, 47922, 1.728246
124, 649, 46739, 1.734416
125, 622, 46425, 1.702301
126, 527, 48586, 1.602356
127, 711, 47521, 1.663643
128, 697, 48791, 1.587950
129, 444, 47881, 1.631956
130, 442, 48078, 1.628072
131, 286, 47153, 1.554617
132, 601, 47639, 1.625390
133, 207, 47969, 1.578542
134, 127, 46706, 1.640976
135, 750, 45745, 1.688833
136, 590, 46621, 1.640990
137, 441, 45814, 1.705056
138, 713, 46654, 1.632053
139, 574, 49419, 1.615546
140, 658, 47862, 1.631186
141, 418, 46607, 1.729002
142, 167, 45884, 1.533880
143, 409, 45908, 1.693254
144, 4, 45627, 1.639085
145, 751, 46370, 1.764499
146, 95, 48550, 1.680386
147, 246, 49070, 1.605009
148, 286, 46023, 1.586782
149, 569, 48478, 1.721659
150, 576, 49237, 1.723969
151, 246, 48012, 1.460390
152, 47, 47307, 1.694954
153, 409, 47315, 1.753675
154, 388, 48939, 1.868254
155, 448, 48231, 1.677215
156, 433, 48288, 1.598855
157, 571, 47141, 1.675032
158, 673, 45975, 1.662855
159, 713, 49039, 1.694949
160, 246, 48873, 1.645649
161, 463, 46430, 1.711967
162, 558, 46078, 1.742168
163, 639, 49570, 1.709086
164, 405, 47101, 1.718702
165, 490, 47918, 1.598545
166, 544, 46914, 1.651112
167, 412, 48903, 1.592737
168, 501, 49174, 1.670884
169, 603, 47473, 1.644888
170, 582, 48679, 1.648899
171, 15, 46330, 1.532240
172, 15, 46330, 1.559806
173, 126, 46692, 1.588752
174, 496, 48920, 1.622200
175, 727, 45609, 1.714274
176, 568, 48242, 1.600166
177, 287, 48668, 1.629731
178, 287, 48669, 1.580467
179, 287, 48669, 1.587047
180, 704, 47527, 1.699103
181, 286, 49314, 1.645109
182, 409, 47094, 1.593411
183, 340, 45811, 1.759424
184, 407, 48298, 1.673548
185, 742, 48669, 1.828014
186, 327, 45813, 1.565789
187, 449, 45624, 1.605073
188, 4, 48491, 1.552505
189, 460, 47175, 1.671637
190, 739, 46310, 1.682961
191, 617, 48391, 1.904574
192, 123, 48486, 1.776715
193, 367, 49031, 1.662610
194, 166, 46313, 1.730856
195, 4, 45714, 1.721141
196, 367, 49031, 1.557072
197, 488, 47602, 1.700725
198, 493, 46727, 1.707949
199, 403, 46797, 1.712380
200, 166, 48111, 1.691495
201, 46, 49101, 1.645446
202, 603, 46135, 1.712515
203, 311, 48466, 1.580306
204, 517, 49407, 1.664656
205, 701, 48727, 1.636594
206, 470, 46342, 1.656553
207, 126, 49358, 1.537859
208, 86, 47262, 1.626194
209, 4, 47189, 1.530205
210, 732, 48322, 1.646026
211, 490, 46776, 1.712959
212, 4, 46307, 1.580819
213, 722, 47884, 1.684807
214, 247, 48074, 1.589685
215, 469, 46388, 1.802911
216, 648, 48922, 1.681922
217, 110, 47190, 1.792787
218, 538, 49356, 1.571971
219, 231, 45880, 1.706487
220, 643, 46314, 1.728882
221, 657, 47569, 1.648988
222, 206, 49158, 1.669275
223, 367, 46353, 1.536455
224, 4, 46613, 1.625904
225, 367, 46353, 1.531722
226, 462, 48268, 1.618501
227, 126, 48902, 1.697920
228, 690, 48316, 1.658428
229, 588, 47536, 1.780438
230, 668, 47761, 1.693880
231, 749, 47515, 1.681222
232, 86, 47717, 1.631300
233, 86, 47718, 1.627079
234, 458, 49018, 1.678288
235, 126, 49425, 1.609613
236, 247, 47315, 1.513301
237, 433, 46389, 1.559261
238, 708, 48097, 1.668200
239, 523, 49038, 1.634507
240, 367, 48227, 1.624932
241, 751, 46886, 1.688961
242, 366, 48228, 1.658748
243, 366, 48228, 1.611026
244, 246, 46263, 1.540390
245, 87, 46617, 1.729972
246, 517, 47247, 1.675743
247, 86, 46616, 1.626873
248, 616, 48020, 1.709051
249, 4, 48317, 1.605862
250, 166, 46986, 1.615838
251, 87, 48360, 1.574942
252, 167, 46986, 1.543649
253, 154, 46985, 1.763851
254, 592, 46400, 1.687224
255, 751, 49166, 1.741635
256, 454, 47936, 1.643753
257, 725, 45868, 1.806096
258, 615, 47638, 1.667164
259, 649, 48155, 1.714101
260, 682, 48606, 1.655266
261, 419, 46735, 1.634584
262, 433, 45609, 1.617134
263, 408, 48957, 1.706272
264, 719, 48061, 1.698837
265, 3, 48125, 1.666627
266, 442, 49337, 1.711278
267, 689, 46898, 1.665187
268, 418, 46017, 1.624932
269, 467, 48070, 1.711177
270, 421, 46037, 1.535364
271, 457, 47228, 1.745454
272, 46, 46844, 1.538199
273, 474, 46585, 1.744707
274, 127, 49176, 1.628619
275, 47, 46994, 1.587465
276, 140, 46711, 1.713545
277, 375, 47182, 1.743677
278, 698, 49474, 1.881796
279, 405, 49309, 1.728876
280, 664, 47673, 1.709247
281, 652, 49001, 1.624491
282, 474, 49336, 1.582654
283, 47, 46415, 1.715592
284, 610, 48963, 1.603031
285, 406, 48630, 1.628802
286, 546, 48295, 1.687207
287, 46, 46994, 1.601604
288, 452, 46306, 1.653311
289, 366, 46521, 1.537310
290, 435, 49594, 1.601182
291, 550, 45809, 1.644609
292, 569, 48787, 1.704892
293, 700, 46170, 1.754243
294, 532, 48918, 1.684886
295, 86, 48650, 1.745157
296, 696, 46591, 1.636940
297, 161, 49099, 1.663758
298, 412, 47313, 1.573490
299, 4, 46350, 1.642352
300, 669, 47482, 1.600305
301, 47, 48662, 1.623199
302, 166, 48344, 1.642241
303, 674, 48166, 1.587166
304, 595, 48306, 1.649053
305, 71, 49450, 1.584947
306, 511, 47906, 1.667927
307, 286, 46278, 1.606161
308, 702, 48916, 1.667919
309, 166, 46866, 1.658465
310, 614, 46480, 1.566453
311, 629, 46486, 1.757824
312, 532, 46431, 1.745409
313, 327, 47565, 1.681579
314, 46, 47844, 1.561921
315, 286, 49548, 1.585833
316, 627, 47188, 1.703284
317, 286, 49548, 1.576971
318, 287, 49547, 1.679755
319, 287, 49547, 1.606995
320, 677, 47713, 1.671954
321, 271, 47491, 1.698906
322, 260, 47491, 1.731480
323, 166, 46287, 1.658519
324, 471, 45733, 1.598176
325, 535, 49382, 1.734706
326, 167, 48780, 1.578175
327, 286, 46733, 1.606899
328, 87, 49175, 1.593251
329, 721, 47751, 1.710181
330, 4, 46994, 1.657874
331, 15, 46969, 1.739710
332, 335, 48091, 1.603650
333, 247, 46079, 1.674813
334, 660, 46639, 1.736874
335, 247, 46079, 1.748314
336, 588, 45685, 1.756860
337, 470, 45943, 1.732726
338, 472, 48318, 1.725754
339, 472, 47178, 1.715513
340, 47, 49323, 1.553849
341, 598, 47684, 1.651910
342, 326, 45941, 1.606016
343, 86, 45729, 1.712029
344, 512, 49405, 1.666092
345, 501, 47662, 1.673377
346, 746, 47371, 1.694383
347, 366, 49230, 1.646850
348, 287, 48657, 1.590436
349, 167, 48470, 1.650028
350, 727, 45795, 1.641160
351, 499, 47561, 1.671054
352, 589, 45674, 1.629898
353, 574, 48575, 1.649520
354, 721, 46395, 1.663945
355, 247, 48657, 1.636038
356, 421, 47088, 1.756828
357, 87, 45627, 1.621120
358, 22, 45936, 1.724173
359, 246, 46397, 1.702407
360, 719, 46249, 1.698932
361, 629, 45880, 1.640883
362, 568, 47820, 1.719959
363, 310, 47316, 1.660765
364, 532, 48161, 1.662194
365, 465, 47461, 1.594001
366, 515, 46030, 1.731805
367, 87, 49481, 1.586460
368, 682, 47790, 1.692663
369, 314, 48804, 1.710162
370, 327, 47079, 1.564765
371, 637, 49506, 1.673212
372, 721, 46358, 1.614240
373, 414, 48427, 1.674499
374, 640, 49442, 1.688610
375, 580, 49319, 1.600933
376, 327, 48657, 1.675245
377, 86, 48972, 1.597796
378, 562, 46475, 1.638958
379, 495, 47329, 1.628604
380, 577, 45984, 1.489555
381, 557, 48415, 1.617841
382, 127, 48207, 1.646874
383, 512, 49156, 1.596376
384, 495, 45983, 1.711232
385, 568, 45642, 1.688749
386, 600, 47989, 1.759627
387, 166, 47150, 1.638125
388, 207, 46922, 1.640242
389, 523, 47190, 1.610937
390, 654, 47821, 1.692112
391, 326, 47306, 1.789492
392, 246, 46341, 1.619757
393, 469, 47205, 1.706999
394, 247, 46767, 1.579635
395, 547, 48560, 1.521667
396, 607, 48219, 1.688249
397, 729, 47587, 1.705707
398, 669, 47752, 1.730012
399, 3, 46724, 1.676462
400, 442, 46434, 1.752033
401, 554, 46730, 1.732074
402, 3, 46724, 1.529818
403, 463, 45735, 1.638039
404, 468, 46075, 2.003565
405, 166, 48912, 1.615674
406, 201, 48931, 1.692927
407, 743, 46957, 1.562351
408, 566, 47984, 1.697621
409, 167, 48336, 1.632829
410, 583, 49412, 1.684427
411, 418, 48441, 1.685332
412, 656, 46289, 1.649082
413, 561, 48640, 1.729371
414, 620, 49121, 1.597666
415, 247, 47675, 1.532760
416, 206, 48336, 1.631775
417, 517, 47658, 1.724342
418, 469, 49049, 1.765789
419, 652, 48444, 1.673091
420, 559, 46526, 1.682063
421, 55, 46516, 1.686585
422, 576, 47745, 1.607939
423, 422, 46894, 1.619872
424, 87, 46340, 1.710652
425, 87, 46341, 1.641032
426, 326, 47933, 1.689518
427, 166, 46295, 1.556012
428, 326, 47933, 1.527753
429, 638, 48646, 1.714181
430, 4, 47441, 1.575537
431, 604, 47324, 1.692412
432, 705, 48202, 1.753916
433, 609, 45688, 1.689863
434, 535, 48662, 1.644589
435, 498, 45778, 1.910132
436, 748, 48684, 1.644055
437, 392, 48695, 1.798305
438, 742, 46107, 1.666172
439, 709, 49088, 1.739897
440, 470, 47332, 1.628561
441, 291, 48071, 1.765558
442, 246, 46439, 1.502252
443, 246, 46439, 1.553915
444, 335, 48925, 1.590025
445, 637, 45840, 1.760972
446, 472, 45912, 1.749092
447, 287, 46232, 1.581679
448, 671, 46072, 1.697436
449, 366, 48251, 1.710278
450, 246, 46439, 1.591336
451, 674, 49207, 1.650300
452, 564, 49549, 1.715880
453, 126, 48935, 1.560337
454, 480, 47098, 1.628677
455, 520, 47619, 1.735629
456, 640, 45915, 1.795298
457, 699, 47656, 1.639869
458, 286, 46805, 1.560545
459, 732, 47080, 1.561342
460, 499, 49263, 1.647755
461, 545, 45598, 1.656902
462, 580, 47747, 1.696277
463, 206, 46923, 1.523170
464, 680, 47659, 1.713336
465, 709, 45932, 1.619147
466, 287, 49472, 1.556192
467, 367, 46407, 1.675862
468, 366, 47430, 1.589140
469, 576, 48880, 1.669952
470, 599, 45736, 1.746156
471, 207, 46820, 1.569441
472, 207, 46821, 1.562641
473, 646, 46881, 1.658033
474, 207, 46821, 1.773177
475, 430, 45711, 1.599856
476, 327, 47004, 1.646428
477, 403, 48147, 1.546748
478, 755, 49369, 1.666709
479, 463, 49595, 1.677536
480, 281, 48166, 1.683265
481, 598, 48708, 1.731805
482, 327, 46407, 1.700603
483, 366, 45951, 1.698384
484, 87, 45896, 1.629988
485, 758, 47914, 1.596110
486, 47, 48968, 1.709432
487, 629, 48211, 1.690788
488, 651, 49438, 1.689216
489, 739, 45875, 1.590556
490, 461, 48451, 1.727802
491, 438, 49264, 1.698123
492, 366, 47325, 1.557031
493, 487, 47757, 1.724646
494, 448, 48551, 1.715036
495, 20, 46945, 1.716074
496, 420, 46039, 1.723688
497, 721, 47657, 1.744091
498, 739, 48308, 1.730252
499, 459, 46831, 1.699567
500, 629, 48802, 1.625207
501, 529, 48431, 1.758897
502, 397, 47731, 1.751383
503, 705, 45676, 1.828970
504, 246, 48495, 1.597392
505, 595, 49427, 1.716808
506, 636, 48934, 1.683524
507, 379, 46725, 1.672848
508, 424, 49320, 1.802843
509, 504, 45733, 1.773584
510, 468, 48517, 1.637996
511, 697, 47265, 1.710041
512, 126, 49515, 1.586170
513, 160, 48855, 1.693000
514, 668, 46744, 1.680573
515, 423, 47860, 1.783881
516, 206, 47207, 1.691072
517, 622, 47118, 1.639470
518, 166, 49514, 1.549816
519, 733, 48588, 1.697882
520, 738, 46021, 1.685076
521, 166, 47067, 1.654460
522, 612, 49372, 1.664580
523, 661, 47595, 1.838053
524, 4, 47586, 1.617756
525, 127, 48969, 1.585068
526, 679, 48485, 1.595894
527, 472, 46349, 1.703147
528, 367, 47390, 1.680313
529, 744, 45634, 1.698533
530, 247, 45953, 1.562551
531, 513, 49342, 1.594238
532, 326, 48998, 1.651035
533, 326, 48998, 1.587698
534, 166, 48968, 1.617363
535, 554, 46267, 1.750838
536, 87, 49373, 1.610642
537, 585, 45865, 1.693324
538, 445, 45726, 1.657191
539, 366, 47825, 1.533095
540, 3, 48405, 1.639278
541, 451, 47577, 1.607472
542, 736, 46079, 1.656104
543, 574, 49122, 1.519792
544, 87, 48324, 1.610808
545, 59, 45813, 1.692421
546, 375, 49213, 1.621887
547, 591, 45934, 1.627105
548, 690, 46615, 1.704214
549, 286, 49179, 1.678883
550, 643, 49053, 1.779096
551, 114, 48468, 1.923755
552, 326, 46781, 1.681864
553, 269, 46878, 1.811919
554, 150, 47805, 1.626352
555, 568, 48653, 1.603303
556, 625, 49082, 1.602835
557, 201, 48904, 1.612228
558, 287, 46835, 1.587858
559, 194, 47798, 1.726527
560, 47, 48117, 1.539522
561, 460, 49319, 1.672619
562, 480, 46669, 1.641101
563, 4, 46113, 1.695098
564, 625, 47826, 1.643255
565, 167, 48851, 1.606965
566, 457, 47477, 1.656636
567, 167, 48852, 1.564586
568, 366, 47205, 1.619103
569, 724, 46799, 1.719932
570, 630, 47176, 1.635125
571, 166, 48852, 1.659985
572, 421, 49209, 1.838271
573, 554, 48909, 1.581038
574, 246, 48341, 1.628009
575, 246, 48341, 1.630761
576, 127, 46100, 1.621306
577, 3, 46676, 1.522471
578, 366, 47379, 1.643532
579, 366, 47379, 1.588447
580, 127, 48756, 1.631685
581, 247, 47975, 1.637636
582, 234, 47345, 1.744461
583, 595, 48497, 1.720401
584, 219, 46736, 1.874859
585, 664, 49361, 1.617947
586, 367, 47774, 1.563578
587, 668, 49324, 1.703997
588, 465, 46435, 1.815801
589, 475, 46539, 1.718312
590, 745, 48243, 1.581785
591, 588, 49159, 1.753146
592, 207, 47916, 1.572075
593, 430, 48093, 1.694495
594, 406, 46964, 1.652451
595, 638, 48790, 1.652289
596, 326, 48537, 1.661841
597, 326, 48537, 1.680786
598, 697, 46121, 1.756491
599, 255, 47914, 1.801540
600, 86, 47763, 1.657130
601, 635, 46822, 1.682985
602, 247, 48285, 1.570940
603, 166, 46302, 1.625956
604, 3, 45860, 1.714995
605, 431, 48868, 1.535267
606, 326, 46115, 1.576380
607, 327, 46115, 1.723415
608, 206, 48276, 1.618290
609, 246, 47346, 1.581603
610, 206, 46398, 1.648463
611, 487, 47564, 1.685702
612, 286, 47850, 1.550138
613, 406, 46683, 1.691111
614, 287, 45906, 1.592684
615, 703, 49491, 1.752462
616, 286, 47166, 1.608262
617, 508, 45926, 1.641984
618, 114, 47783, 1.684453
619, 615, 46225, 1.724550
620, 751, 47088, 1.649789
621, 739, 48062, 1.741553
622, 267, 47297, 1.728287
623, 514, 47337, 1.716491
624, 206, 48348, 1.638790
625, 207, 49022, 1.596492
626, 206, 48348, 1.577820
627, 682, 45720, 1.772370
628, 475, 49428, 1.728369
629, 207, 49022, 1.644962
630, 206, 49022, 1.522634
631, 653, 47641, 1.688823
632, 366, 46697, 1.506453
633, 366, 46698, 1.539371
634, 46, 45626, 1.633612
635, 366, 46698, 1.486978
636, 366, 46697, 1.664089
637, 499, 49583, 1.718460
638, 335, 45904, 1.711176
639, 161, 46621, 1.664881
640, 537, 47581, 1.717095
641, 388, 46697, 1.712512
642, 86, 48080, 1.657895
643, 682, 47004, 1.632309
644, 4, 48705, 1.518641
645, 326, 48900, 1.591073
646, 326, 46115, 1.721714
647, 87, 46196, 1.644948
648, 47, 45627, 1.529169
649, 366, 49488, 1.662301
650, 46, 45626, 1.527821
651, 4, 49160, 1.614512
652, 86, 47297, 1.574774
653, 552, 49489, 1.651729
654, 3, 47894, 1.533504
655, 636, 46726, 1.697654
656, 286, 49022, 1.649501
657, 648, 47470, 1.658180
658, 287, 48626, 1.548342
659, 187, 47034, 1.746074
660, 591, 47980, 1.626890
661, 461, 49198, 1.790647
662, 87, 48365, 1.739777
663, 403, 48513, 1.752736
664, 517, 46356, 1.719970
665, 86, 48365, 1.646854
666, 644, 46288, 1.667949
667, 367, 48536, 1.708840
668, 439, 46722, 1.762304
669, 415, 48132, 1.728069
670, 246, 48398, 1.591623
671, 628, 46998, 1.683239
672, 457, 47763, 1.613889
673, 721, 48140, 1.780693
674, 601, 49391, 1.853303
675, 745, 46250, 1.567517
676, 678, 45880, 1.689669
677, 420, 47056, 1.694276
678, 655, 46778, 1.662439
679, 509, 45895, 1.599987
680, 190, 48399, 1.727375
681, 247, 46136, 1.607626
682, 287, 46085, 1.687854
683, 666, 47548, 1.770403
684, 452, 47908, 1.640136
685, 127, 47837, 1.620819
686, 166, 46622, 1.583641
687, 127, 48542, 1.538522
688, 545, 46264, 1.522008
689, 413, 47536, 1.627324
690, 548, 49186, 1.623042
691, 166, 45818, 1.628146
692, 87, 47130, 1.604746
693, 206, 49304, 1.690060
694, 207, 49305, 1.506075
695, 493, 47882, 1.602202
696, 254, 47760, 1.716815
697, 506, 46639, 1.791660
698, 286, 47772, 1.645896
699, 4, 48705, 1.668571
700, 167, 49304, 1.603111
701, 628, 47049, 1.597866
702, 513, 45637, 1.693762
703, 658, 48620, 1.612299
704, 736, 46422, 1.669691
705, 425, 49330, 1.583081
706, 716, 46582, 1.678964
707, 126, 48585, 1.601452
708, 724, 46872, 1.666628
709, 520, 46779, 1.678364
710, 247, 47759, 1.710419
711, 86, 48465, 1.613046
712, 403, 48660, 1.679741
713, 87, 47847, 1.620829
714, 694, 49127, 1.685309
715, 287, 45731, 1.583845
716, 47, 47562, 1.617229
717, 87, 48465, 1.617502
718, 87, 48465, 1.664127
719, 628, 49452, 1.700206
720, 87, 47213, 1.550007
721, 206, 48284, 1.567060
722, 207, 47258, 1.647600
723, 167, 48056, 1.663054
724, 167, 46860, 1.624953
725, 166, 48056, 1.770847
726, 633, 47986, 1.696679
727, 494, 49201, 1.708173
728, 575, 46705, 1.700284
729, 754, 49203, 1.795151
730, 745, 47015, 1.529348
731, 81, 48718, 1.702512
732, 755, 46153, 1.740538
733, 514, 48077, 1.684082
734, 649, 48713, 1.721703
735, 460, 49490, 1.665334
736, 366, 46994, 1.544766
737, 636, 47296, 1.592706
738, 475, 48606, 1.612887
739, 598, 45944, 1.774375
740, 470, 49384, 1.728308
741, 3, 48929, 1.570876
742, 86, 47214, 1.680514
743, 481, 47894, 1.681140
744, 327, 47123, 1.634404
745, 534, 48973, 1.711276
746, 559, 47675, 1.737507
747, 207, 47427, 1.578076
748, 100, 48448, 1.701361
749, 499, 49326, 1.765210
750, 367, 45599, 1.660634

4.865835 seconds
 
